id,customer_id,order_id,type,subject,message,status,priority,created_at,resolved_at
659,1033,,suggestion,Add more payment options,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,CLOSED,low,2025-06-19 04:51:01,2025-06-21 04:51:01
998,2937,5311,complaint,"Product not as described
",My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,open,not available,2024-03-08 22:18:34,
935,315,,suggestion,Add product comparison feature,It would be great if you could add more payment options like cryptocurrency or buy-now-pay-later services. I think a lot of customers would appreciate it.,resolved,low,2022-02-20 18:20:54,2022-02-21 18:20:54
407,3975,,question,What payment methods do you accept?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,CLOSED,medium,2023-03-24 15:59:31,2023-03-26 15:59:31
1099,3973,4823,PRAISE,,"Wow, my order arrived in just 2 days! The product was packaged beautifully and works perfectly. This is why I keep coming back.",resolved,low,2025-06-13 04:06:00,2025-06-18 04:06:00
1379,2706,8299,question,N/A,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,resolved,high,2022-08-13 04:43:56,2022-08-14 04:43:56
1340,2904,3204,praise,Great websit...,The new website redesign is fantastic. Everything is easy to find and the checkout process is seamless. Great job to the whole team!,in_progress,low,2025-05-01 19:02:19,
483,2445,,COMPLAINT,Package was lost,MY ORDER WAS SUPPOSED TO ARRIVE LAST WEEK AND THE TRACKING HASN'T UPDATED IN 5 DAYS. THIS IS EXTREMELY DISAPPOINTING SERVICE.,closed,high,2025-04-08 19:19:48,EMPTY
149,3878,,question,When will my order ship?,,resolved,medium,2025-06-27 19:21:23,2025-07-01 19:21:23
552,3606,,N/A,Poor customer service experience,,in_progress,High,2025-05-27 10:27:53,
704,4454,7296,,MISSING ITEMS FROM MY ORDER,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,  in_progress  ,high,2025-02-20 20:10:25,
1135,1717,2725,,Product not as described,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,,low,2025-03-11 08:23:05,2025-03-12 08:23:05
1449,3094,,question,Do you offer price matching?,I NEED TO CHANGE THE SHIPPING ADDRESS ON MY RECENT ORDER. IS THAT STILL POSSIBLE AT THIS POINT?,OPEN,MEDIUM,2025-06-04 14:17:32,
947,85,1909,question,When will my order ship?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,closed,medum,2025-06-10 17:34:40,2025-06-12 17:34:40
676,1989,,complaint,Refund not processed,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,in_progress,EMPTY,2025-04-14 03:10:15,
31,3248,1016,COMPLAINT,Defective product received,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,closed,low ,2025-06-03 21:40:18,2025-06-04 21:40:18
818,490,,praise,Great websit...,Your product selection is the best I've found online. The prices are competitive and the quality is consistently excellent.,resolved,medium,2025-03-18 05:04:27,2025-03-22 05:04:27
164,1870,9692,question,When will my order ship?,I placed an order 3 days ago and haven't received any shippi...,--,  high,,2023-12-03 11:27:35
431,1000009,228,question,Is this item in stock?,#N/A,CLOSED,None,2025-02-08 06:08:26,2025-02-11 06:08:26
698,2423,,complaint,Charged incorrectly,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,resolved,medum,2025-06-15 15:14:10,2025-06-17 15:14:10
44,4252,3633,question,"What payment methods do you accept?
",I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,resolved,medium,,2023-05-12 14:18:35
609,1365,,question,Can I change my shipping address?,I need to change the shipping address on my recent order. Is that still possible at this point?,closed,medium,2024-12-26 16:10:58,2025-01-02 16:10:58
1205,3393,8281,suggestion,,Your mobile app could really use some improvements. The search function is slow and filtering products is not intuitive.,closed,medium,,2023-03-11 20:07:52
917,2206,,complaint,Chaargeed iincoorreectly,MY ORDER ARRIVED TODAY BUT THE BOX WAS COMPLETELY CRUSHED AND THE PRODUCT INSIDE IS DAMAGED. THIS IS UNACCEPTABLE AND I NEED A REPLACEMENT SENT IMMEDIATELY.,resolved,medium,2024-02-25 07:27:10,2024-13-45
267,3190,8049,praise,  Amazing customer support!  	,The new website redesign is fantastic. Everything is easy to find and the checkout process is seamless. Great job to the whole team!,resolved,high,2025-01-24 16:09:49,2025-01-31 16:09:49
980,4521,1320,suggestion,  Loyalty rewards program  	,N/A,,  medium  ,2025-06-09 02:13:09,2025-06-13 02:13:09
738,4356,,praise,Love the product quality,"Woow, my oordeer aarriiveed iin juust 2 daays! Thee prooduuct waas paackaageed beeaauutiifuully aand woorks peerfeectly. Thiis iis why II keeeep coomiing baack.",closed,medium,2025-06-29 12:19:44,2025-07-06 12:19:44
391,4944,,question,Do you offer p...,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,closed,low,2025-04-10 20:40:16,2025-04-13 20:40:16
596,3632,7149,#N/A,When will my order ship?,I'm looking at a product on your site and wondering if it's ...,closed,medium,2025-06-03 15:28:38,  2025-06-06 15:28:38  
1479,1685,,COMPLAINT,UNKNOWN,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,resolved,high,2025-06-12 03:47:42,2025-06-13 03:47:42
1175,3697,,complaint,Defective product received,The product I received looks nothing like the photos on the websit...,resolved,low,2025-06-28 05:04:06,2025-07-03 05:04:06
622,2848,1664,complaint,Charged incorrectly,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,closed,high,2025-06-12 11:58:00,2025-06-14 11:58:00
382,685,6405,suggestion,Offer gift wrapping service,,closed,low,2025-06-21 01:14:00,25/06/2025
1218,862,6123,suggestion,Add more payment options,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,,medium,2023-07-30 02:46:06,2023-08-06 02:46:06
437,3566,,question,Can I change my shipping address?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,closed,medium,2025-05-07 16:00:16,2025-05-11 16:00:16
1124,2507,2202,question,How do I return an item?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,CLOSED,low,2025-06-06 05:59:34,2025-06-07 05:59:34
187,1802,5234,question,How long is the warranty?,I need to change the shipping address on my recent order. Is that still possible at this point?,  resolved  ,medium,2025-01-26 22:13:28,2025-01-27 22:13:28
685,2761,2789,  praise  ,Keep up the great work!,Your product selection is the best I've found online. The prices are competitive and the quality is consistently excellent.,RESOLVED,MEDIUM,2025-06-26 15:05:26,2025-06-27 15:05:26
1056,2021,,COMPLAINT,Product not as described,My order arrived today but the box was completely crushed and the product insi...,closed,low,2024-12-13 21:39:10,2024-12-19 21:39:10
802,4550,2998,question,What payment methods do you accept?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,,,,
1077,1183,7668,complaint,Wrong item received,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,closed,HIGH,2025-06-02 02:05:00,2025-06-04 02:05:00
395,1707,,complaint,Defective product received,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,in_progress,low,2025-06-28 18:41:19,
812,4593,,  complaint  ,"Refund not processed
",  My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.  	,closed,low,2024-06-11 14:23:10,2024-06-16 14:23:10
827,1914,,question,How do I return an item?,I need to change the shipping address on my recent order. Is that still possible at this point?,resolved,MEDIUM,2025-06-04 05:05:01,2025-06-05 05:05:01
7,999992,,question,Where is my tracking number?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,not available,high,2024-05-09 18:42:56,2024-05-13 18:42:56
671,3557,4983,suggestion,Faster shipping options,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,resolved,low,2025-06-29 22:45:38,2025-07-04 22:45:38
1418,693,9179,suggestion,Loyalty rewards program,Your mobile app could really use some improvements. The search function is slow and filtering products is not intuitive.,in_progress,,,,extra_col_value
1388,1420,7098,complaint,Poor customer se...,I received a completely wrong item. I ordered a laptop charger ...,closed,hgh,,2025-06-09 00:58:51
691,700,1831,suggestion,--,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,CLOSED,low,2025-06-14 07:27:40,2025-06-16 07:27:40
1495,1796,,suggestion,Loyalty rewards program,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,RESOLVED,MEDIUM,2025/05/29 04:36:10,2025-06-03 04:36:10
456,3323,,question,How do I return an item?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,open,,2024-04-11 02:42:58,
1180,961,3468,suggestion,IImproovee moobiilee aapp eexpeeriieencee,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,open,None,2025-06-15 04:46:17,
359,3884,,,Great website experience,The new website redesign is fantastic. Everything is easy to find and the checkout process is seamless. Great job to the whole team!,closed,LOW,2025-06-23 15:08:56,2025-06-24 15:08:56
525,57,,question,  Is this product compatible?  	,None,,medium,2024-02-23 03:51:49
505,2313,1102,complaint,Order arrived damaged,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,resolved,high,"Oct 1, 2024",
965,2151,7559,praise,Love the product quality,The new website redesign is fantastic. Everything is easy to find and the checkout process is seamless. Great job to the whole team!,closed,Low,,2025-06-07 18:57:22
413,3191,1873,COMPLAINT,Refund not processed,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,open,high,2025-06-14 17:50:16,
876,4569,,complaint,Refund not processed,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,closed,low,,2024-05-24 14:11:11
627,1591,371,complaint,Order arrived damaged,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,resolved,HIGH,2024-02-01 22:00:28,2024-02-05 22:00:28
